company,sector,year,role,language,wordcount,group,count_raw,count_norm
SAP,Software,2025,ar,de,1061,KI/AI,2,1.885
SAP,Software,2025,ar,de,1061,Daten/Data,3,2.8275
Siemens,Elektrotechnik,2022,ceo,de,4646,KI/AI,0,0.0
Siemens,Elektrotechnik,2022,ceo,de,4646,Daten/Data,1,0.2152
Siemens,Elektrotechnik,2022,ar,de,1926,KI/AI,0,0.0
Siemens,Elektrotechnik,2022,ar,de,1926,Daten/Data,0,0.0
Siemens,Elektrotechnik,2023,ceo,de,4765,KI/AI,7,1.469
Siemens,Elektrotechnik,2023,ceo,de,4765,Daten/Data,5,1.0493
Siemens,Elektrotechnik,2023,ar,de,2141,KI/AI,0,0.0
Siemens,Elektrotechnik,2023,ar,de,2141,Daten/Data,0,0.0
Siemens,Elektrotechnik,2024,ceo,de,4483,KI/AI,36,8.0303
Siemens,Elektrotechnik,2024,ceo,de,4483,Daten/Data,4,0.8923
Siemens,Elektrotechnik,2024,ar,de,2145,KI/AI,2,0.9324
Siemens,Elektrotechnik,2024,ar,de,2145,Daten/Data,0,0.0
Siemens,Elektrotechnik,2025,ceo,de,3713,KI/AI,22,5.9251
Siemens,Elektrotechnik,2025,ceo,de,3713,Daten/Data,9,2.4239
Siemens,Elektrotechnik,2025,ar,de,2139,KI/AI,4,1.87
Siemens,Elektrotechnik,2025,ar,de,2139,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2022,ceo,de,3678,KI/AI,0,0.0
SiemensEnergy,Energietechnik,2022,ceo,de,3678,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2022,ar,de,3072,KI/AI,0,0.0
SiemensEnergy,Energietechnik,2022,ar,de,3072,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2023,ceo,de,4227,KI/AI,0,0.0
SiemensEnergy,Energietechnik,2023,ceo,de,4227,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2023,ar,de,2809,KI/AI,0,0.0
SiemensEnergy,Energietechnik,2023,ar,de,2809,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2024,ceo,de,3614,KI/AI,2,0.5534
SiemensEnergy,Energietechnik,2024,ceo,de,3614,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2024,ar,de,3445,KI/AI,0,0.0
SiemensEnergy,Energietechnik,2024,ar,de,3445,Daten/Data,0,0.0
SiemensEnergy,Energietechnik,2025,ceo,de,3881,KI/AI,5,1.2883
SiemensEnergy,Energietechnik,2025,ceo,de,3881,Daten/Data,3,0.773
SiemensEnergy,Energietechnik,2025,ar,de,2585,KI/AI,5,1.9342
SiemensEnergy,Energietechnik,2025,ar,de,2585,Daten/Data,0,0.0
SiemensHealthineers,Medizintechnik,2022,ceo,de,3184,KI/AI,4,1.2563
SiemensHealthineers,Medizintechnik,2022,ceo,de,3184,Daten/Data,4,1.2563
SiemensHealthineers,Medizintechnik,2022,ar,de,558,KI/AI,0,0.0
SiemensHealthineers,Medizintechnik,2022,ar,de,558,Daten/Data,0,0.0
SiemensHealthineers,Medizintechnik,2023,ceo,de,3469,KI/AI,3,0.8648
SiemensHealthineers,Medizintechnik,2023,ceo,de,3469,Daten/Data,1,0.2883
SiemensHealthineers,Medizintechnik,2023,ar,de,1315,KI/AI,0,0.0
SiemensHealthineers,Medizintechnik,2023,ar,de,1315,Daten/Data,0,0.0
SiemensHealthineers,Medizintechnik,2024,ceo,de,3400,KI/AI,1,0.2941
SiemensHealthineers,Medizintechnik,2024,ceo,de,3400,Daten/Data,1,0.2941
SiemensHealthineers,Medizintechnik,2024,ar,de,2179,KI/AI,0,0.0
SiemensHealthineers,Medizintechnik,2024,ar,de,2179,Daten/Data,0,0.0
SiemensHealthineers,Medizintechnik,2025,ceo,de,3480,KI/AI,7,2.0115
SiemensHealthineers,Medizintechnik,2025,ceo,de,3480,Daten/Data,0,0.0
SiemensHealthineers,Medizintechnik,2025,ar,de,1465,KI/AI,0,0.0
SiemensHealthineers,Medizintechnik,2025,ar,de,1465,Daten/Data,0,0.0
Symrise,Chemie & Konsumgüter,2022,ceo,de,1137,KI/AI,0,0.0
Symrise,Chemie & Konsumgüter,2022,ceo,de,1137,Daten/Data,1,0.8795
Symrise,Chemie & Konsumgüter,2023,ceo,de,2150,KI/AI,0,0.0
Symrise,Chemie & Konsumgüter,2023,ceo,de,2150,Daten/Data,0,0.0
Telekom,Telekommunikation,2022,ceo,de,2822,KI/AI,1,0.3544
Telekom,Telekommunikation,2022,ceo,de,2822,Daten/Data,1,0.3544
Telekom,Telekommunikation,2022,ar,de,1477,KI/AI,0,0.0
Telekom,Telekommunikation,2022,ar,de,1477,Daten/Data,0,0.0
Telekom,Telekommunikation,2023,ceo,de,3032,KI/AI,2,0.6596
Telekom,Telekommunikation,2023,ceo,de,3032,Daten/Data,2,0.6596
Telekom,Telekommunikation,2023,ar,de,1477,KI/AI,0,0.0
Telekom,Telekommunikation,2023,ar,de,1477,Daten/Data,0,0.0
Telekom,Telekommunikation,2024,ceo,de,2737,KI/AI,10,3.6536
Telekom,Telekommunikation,2024,ceo,de,2737,Daten/Data,3,1.0961
Telekom,Telekommunikation,2024,ar,de,1766,KI/AI,0,0.0
Telekom,Telekommunikation,2024,ar,de,1766,Daten/Data,1,0.5663
Telekom,Telekommunikation,2025,ceo,de,2266,KI/AI,7,3.0891
Telekom,Telekommunikation,2025,ceo,de,2266,Daten/Data,3,1.3239
Telekom,Telekommunikation,2025,ar,de,4462,KI/AI,0,0.0
Telekom,Telekommunikation,2025,ar,de,4462,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2022,ceo,de,2847,KI/AI,1,0.3512
VolkswagenGroup,Automobil,2022,ceo,de,2847,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2022,ar,de,1872,KI/AI,0,0.0
VolkswagenGroup,Automobil,2022,ar,de,1872,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2023,ceo,de,3484,KI/AI,0,0.0
VolkswagenGroup,Automobil,2023,ceo,de,3484,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2023,ar,de,2042,KI/AI,0,0.0
VolkswagenGroup,Automobil,2023,ar,de,2042,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2024,ceo,de,4063,KI/AI,0,0.0
VolkswagenGroup,Automobil,2024,ceo,de,4063,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2024,ar,de,1655,KI/AI,0,0.0
VolkswagenGroup,Automobil,2024,ar,de,1655,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2025,ceo,de,3193,KI/AI,0,0.0
VolkswagenGroup,Automobil,2025,ceo,de,3193,Daten/Data,0,0.0
VolkswagenGroup,Automobil,2025,ar,de,1063,KI/AI,0,0.0
VolkswagenGroup,Automobil,2025,ar,de,1063,Daten/Data,0,0.0
Vonovia,Immobilien,2022,ceo,de,4123,KI/AI,0,0.0
Vonovia,Immobilien,2022,ceo,de,4123,Daten/Data,0,0.0
Vonovia,Immobilien,2023,ceo,de,2823,KI/AI,0,0.0
Vonovia,Immobilien,2023,ceo,de,2823,Daten/Data,0,0.0
Vonovia,Immobilien,2023,ar,de,427,KI/AI,0,0.0
Vonovia,Immobilien,2023,ar,de,427,Daten/Data,0,0.0
Vonovia,Immobilien,2024,ceo,de,2684,KI/AI,1,0.3726
Vonovia,Immobilien,2024,ceo,de,2684,Daten/Data,0,0.0
Vonovia,Immobilien,2024,ar,de,537,KI/AI,0,0.0
Vonovia,Immobilien,2024,ar,de,537,Daten/Data,0,0.0
Vonovia,Immobilien,2025,ceo,de,2769,KI/AI,0,0.0
Vonovia,Immobilien,2025,ceo,de,2769,Daten/Data,0,0.0
Vonovia,Immobilien,2025,ar,de,566,KI/AI,0,0.0
Vonovia,Immobilien,2025,ar,de,566,Daten/Data,0,0.0
Zalando,Versandhandel,2022,ar,de,0,KI/AI,0,0.0
Zalando,Versandhandel,2022,ar,de,0,Daten/Data,0,0.0
Zalando,Versandhandel,2023,ar,de,2995,KI/AI,0,0.0
Zalando,Versandhandel,2023,ar,de,2995,Daten/Data,0,0.0
Zalando,Versandhandel,2024,ar,de,3357,KI/AI,0,0.0
Zalando,Versandhandel,2024,ar,de,3357,Daten/Data,0,0.0
Zalando,Versandhandel,2025,ar,de,3757,KI/AI,1,0.2662
Zalando,Versandhandel,2025,ar,de,3757,Daten/Data,0,0.0
