company,sector,year,role,speaker,language,confidence,wordcount,filename
Siemens,Elektrotechnik,2024,ar,Werner Brandt,de,high,2135,Siemens/2024/HV-Rede-2024-Werner-Brandt-Presseformat-DE.pdf
Siemens,Elektrotechnik,2025,ceo,Roland Busch,de,high,3712,Siemens/2025/HV-Rede-2025-Roland-Busch-Presseformat-DE.pdf
Siemens,Elektrotechnik,2025,ar,Jim H. Snabe,de,high,2129,Siemens/2025/HV-Rede-2025-Jim-Hagemann-Snabe-Presseformat-DE.pdf
SiemensEnergy,Energietechnik,2022,ceo,Christian Bruch,de,high,3671,SiemensEnergy/2022/Siemens-Energy-HV2022-Rede-Christian-Bruch-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2022,ar,Joe Kaeser,de,high,3074,SiemensEnergy/2022/Siemens-Energy-HV2022-Rede-Joe-Kaeser-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2023,ceo,Christian Bruch,de,high,4217,SiemensEnergy/2023/20230207-CB-Hauptversammlung-Rede-D-FINAL-INTERNET-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2023,ar,Joe Kaeser,de,high,2805,SiemensEnergy/2023/HV-Rede-2023-Kaeser-Siemens-Energy-DE-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2024,ceo,Christian Bruch,de,high,3607,SiemensEnergy/2024/20240221-CB-HV2024-Rede-Internet-FINAL-DE-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2024,ar,Joe Kaeser,de,high,3437,SiemensEnergy/2024/20240221-JK-HV2024-Rede-Internet-FINAL-DE-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2025,ceo,Christian Bruch,de,high,3875,SiemensEnergy/2025/2025-02-14-HV2025_Rede_CB_D_FINAL-pdf_Original file.pdf
SiemensEnergy,Energietechnik,2025,ar,Joe Kaeser,de,high,2580,SiemensEnergy/2025/2025-02-14-HV2025_Rede_JK_D_FINAL_inkl-pdf_Original file.pdf
SiemensHealthineers,Medizintechnik,2022,ceo,Bernd Montag,de,high,3168,SiemensHealthineers/2022/HV2022_CEO_DE.pdf
SiemensHealthineers,Medizintechnik,2022,ar,Ralf Thomas,de,high,558,SiemensHealthineers/2022/Ralf-Thomas_ARV-Wesentliche-Schwerpunkte-HV-Rede-2022.pdf
SiemensHealthineers,Medizintechnik,2023,ceo,Bernd Montag,de,high,3469,SiemensHealthineers/2023/siemens-healthineers-HV2023_Rede-Bernd-Montag_de.pdf
SiemensHealthineers,Medizintechnik,2023,ar,Ralf Thomas,de,high,1315,SiemensHealthineers/2023/siemens-healthineers-HV2023_Ralf-Thomas_Rede_Pressefassung_de.pdf
SiemensHealthineers,Medizintechnik,2024,ceo,Bernd Montag,de,high,3403,SiemensHealthineers/2024/siemens-healthineers-Rede-CEO_Siemens-Healthineers_HV-2024.pdf
SiemensHealthineers,Medizintechnik,2024,ar,Ralf Thomas,de,high,2180,SiemensHealthineers/2024/siemens-healthineers-Rede-ARV_Siemens-Healthineers_HV-2024.pdf
SiemensHealthineers,Medizintechnik,2025,ceo,Bernd Montag,de,high,3478,SiemensHealthineers/2025/Siemens-Healthineers-Rede-CEO-HV-2025.pdf
SiemensHealthineers,Medizintechnik,2025,ar,Ralf Thomas,de,high,1465,SiemensHealthineers/2025/Siemens-Healthineers-HV-2025-rede-ARV.pdf
Symrise,Chemie & Konsumgüter,2022,ceo,Heinz-Jürgen Bertram,de,high,1137,Symrise/2022/220422_Schwerpunkte_CEO-Rede_Hauptversammlung.pdf
Symrise,Chemie & Konsumgüter,2023,ceo,Jean-Yves Parisot,de,high,2150,Symrise/2023/230510-Symrise-HV2023-CEO-Rede.pdf
Telekom,Telekommunikation,2022,ceo,Timotheus Höttges,de,high,2820,Telekom/2022/dl-220407-rede-hoettges.pdf
Telekom,Telekommunikation,2022,ar,Nikolaus von Agatha,de,high,5033,Telekom/2022/dl-2022-bericht-aufsichtsrat.pdf
Telekom,Telekommunikation,2023,ceo,Timotheus Höttges,de,high,3026,Telekom/2023/dl-230405-rede-hoettges.pdf
Telekom,Telekommunikation,2023,ar,Nikolaus von Agatha,de,high,4700,Telekom/2023/dl-2023-bericht-aufsichtsrat.pdf
Telekom,Telekommunikation,2024,ceo,Timotheus Höttges,de,high,2735,Telekom/2024/dl-230410-rede-hoettges-hv-dtag.pdf
Telekom,Telekommunikation,2024,ar,Nikolaus von Agatha,de,high,5042,Telekom/2024/dl-2024-bericht-aufsichtsrat.pdf
Telekom,Telekommunikation,2025,ceo,Timotheus Höttges,de,high,2267,Telekom/2025/dl-250409-rede-hoettges-hv-dtag.pdf
Telekom,Telekommunikation,2025,ar,Nikolaus von Agatha,de,high,4782,Telekom/2025/dl-2025-bericht-aufsichtsrat.pdf
VolkswagenGroup,Automobil,2022,ceo,Herbert Diess,de,high,2864,VolkswagenGroup/2022/Rede_CEO_Herbert_Diess_2022.pdf
VolkswagenGroup,Automobil,2022,ar,Hans Dieter Pötsch,de,high,1871,VolkswagenGroup/2022/Rede_von_Hrn_Poetsch_2022.pdf
VolkswagenGroup,Automobil,2023,ceo,Oliver Blume,de,high,3480,VolkswagenGroup/2023/Hauptversammlung_Volkswagen_AG_2023_-_Rede_CEO_Oliver_Blume.pdf
VolkswagenGroup,Automobil,2023,ar,Hans Dieter Pötsch,de,high,2042,VolkswagenGroup/2023/Bericht_des_AR_Rede_HV_2023.pdf
VolkswagenGroup,Automobil,2024,ceo,Oliver Blume,de,high,4063,VolkswagenGroup/2024/Rede_CEO_HV24_de.pdf
VolkswagenGroup,Automobil,2024,ar,Hans Dieter Pötsch,de,high,1655,VolkswagenGroup/2024/Aufsichtsratsvorsitzender_Rede_HV_2024.pdf
VolkswagenGroup,Automobil,2025,ceo,Oliver Blume,de,high,3193,VolkswagenGroup/2025/Rede_CEO_HV25_K-G_de.pdf
VolkswagenGroup,Automobil,2025,ar,Hans Dieter Pötsch,de,high,1063,VolkswagenGroup/2025/Rede_Poetsch_HV_2025_DE.pdf
Vonovia,Immobilien,2022,ceo,Rolf Buch,de,high,4108,Vonovia/2022/Vonovia_HV_2022_Rede_Rolf_Buch_web_220425.pdf
Vonovia,Immobilien,2023,ceo,Rolf Buch,de,high,2823,Vonovia/2023/230511_Vonovia_HV2023_Rede_Rolf_Buch_de.pdf
Vonovia,Immobilien,2023,ar,Jürgen Fitschen,de,high,427,Vonovia/2023/20220513_Vonovia_Auszug_Leitfaden_ARV_HV_2023_DE_web.pdf
Vonovia,Immobilien,2024,ceo,Rolf Buch,de,high,2684,Vonovia/2024/240503_Vonovia_HV_2024_Rede_Rolf Buch_Web.pdf
Vonovia,Immobilien,2024,ar,Jürgen Fitschen,de,high,537,Vonovia/2024/240503_VNA AGM_Auszug aus dem Leitfaden.pdf
Vonovia,Immobilien,2025,ceo,Rolf Buch,de,high,2765,Vonovia/2025/250522_Vonovia HV_2025_Rede_Rolf_Buch_web.pdf
Vonovia,Immobilien,2025,ar,Jürgen Fitschen,de,high,566,Vonovia/2025/250522_VNA HV_ARV-Leitfaden_Auszug_web.pdf
Zalando,Versandhandel,2022,ar,Kelly Bennett,de,high,2713,Zalando/2022/Zalando-SE_HV-2022_Bericht-des-Aufsichtsrats.pdf
Zalando,Versandhandel,2023,ar,Kelly Bennett,de,high,2946,Zalando/2023/Zalando-SE_HV-2023_Bericht-des-Aufsichtsrats.pdf
Zalando,Versandhandel,2024,ar,Kelly Bennett,de,high,3303,Zalando/2024/Zalando-SE_HV-2024_Bericht des Aufsichtsrats.pdf
Zalando,Versandhandel,2025,ar,Kelly Bennett,de,high,3710,Zalando/2025/Zalando-SE_AGM-2025_4_Bericht-des-Aufsichtsrats.pdf
